datetime,count
2011-01-20 00:00:00,28.0
2011-01-20 01:00:00,4.0
2011-01-20 02:00:00,3.0
2011-01-20 03:00:00,3.0
2011-01-20 04:00:00,2.0
2011-01-20 05:00:00,6.0
2011-01-20 06:00:00,38.0
2011-01-20 07:00:00,76.0
2011-01-20 08:00:00,240.0
2011-01-20 09:00:00,119.0
2011-01-20 10:00:00,67.0
2011-01-20 11:00:00,68.0
2011-01-20 12:00:00,79.0
2011-01-20 13:00:00,93.0
2011-01-20 14:00:00,73.0
2011-01-20 15:00:00,90.0
2011-01-20 16:00:00,107.0
2011-01-20 17:00:00,192.0
2011-01-20 18:00:00,160.0
2011-01-20 19:00:00,94.0
2011-01-20 20:00:00,76.0
2011-01-20 21:00:00,59.0
2011-01-20 22:00:00,37.0
2011-01-20 23:00:00,21.0
2011-01-21 00:00:00,30.0
2011-01-21 01:00:00,6.0
2011-01-21 02:00:00,3.0
2011-01-21 03:00:00,3.0
2011-01-21 04:00:00,2.0
2011-01-21 05:00:00,5.0
2011-01-21 06:00:00,38.0
2011-01-21 07:00:00,95.0
2011-01-21 08:00:00,207.0
2011-01-21 09:00:00,129.0
2011-01-21 10:00:00,44.0
2011-01-21 11:00:00,45.0
2011-01-21 12:00:00,55.0
2011-01-21 13:00:00,53.0
2011-01-21 14:00:00,43.0
2011-01-21 15:00:00,31.0
2011-01-21 16:00:00,67.0
2011-01-21 17:00:00,136.0
2011-01-21 18:00:00,136.0
2011-01-21 19:00:00,98.0
2011-01-21 20:00:00,48.0
2011-01-21 21:00:00,44.0
2011-01-21 22:00:00,24.0
2011-01-21 23:00:00,17.0
2011-01-22 00:00:00,24.0
2011-01-22 01:00:00,11.0
2011-01-22 02:00:00,10.0
2011-01-22 03:00:00,5.0
2011-01-22 04:00:00,2.0
2011-01-22 06:00:00,2.0
2011-01-22 07:00:00,12.0
2011-01-22 08:00:00,17.0
2011-01-22 09:00:00,27.0
2011-01-22 10:00:00,41.0
2011-01-22 11:00:00,45.0
2011-01-22 12:00:00,44.0
2011-01-22 13:00:00,89.0
2011-01-22 14:00:00,52.0
2011-01-22 15:00:00,57.0
2011-01-22 16:00:00,83.0
2011-01-22 17:00:00,97.0
2011-01-22 18:00:00,60.0
2011-01-22 19:00:00,37.0
2011-01-22 20:00:00,36.0
2011-01-22 21:00:00,26.0
2011-01-22 22:00:00,18.0
2011-01-22 23:00:00,17.0
2011-01-23 00:00:00,24.0
2011-01-23 01:00:00,9.0
2011-01-23 02:00:00,9.0
2011-01-23 03:00:00,4.0
2011-01-23 05:00:00,3.0
2011-01-23 06:00:00,2.0
2011-01-23 07:00:00,11.0
2011-01-23 08:00:00,17.0
2011-01-23 09:00:00,27.0
2011-01-23 10:00:00,48.0
2011-01-23 11:00:00,58.0
2011-01-23 12:00:00,78.0
2011-01-23 13:00:00,61.0
2011-01-23 14:00:00,52.0
2011-01-23 15:00:00,56.0
2011-01-23 16:00:00,83.0
2011-01-23 17:00:00,67.0
2011-01-23 18:00:00,60.0
2011-01-23 19:00:00,37.0
2011-01-23 20:00:00,36.0
2011-01-23 21:00:00,26.0
2011-01-23 22:00:00,20.0
2011-01-23 23:00:00,17.0
2011-01-24 00:00:00,16.0
2011-01-24 01:00:00,5.0
2011-01-24 03:00:00,2.0
2011-01-24 04:00:00,2.0
2011-01-24 05:00:00,6.0
2011-01-24 06:00:00,10.0
2011-01-24 07:00:00,62.0
2011-01-24 08:00:00,201.0
2011-01-24 09:00:00,109.0
2011-01-24 10:00:00,40.0
2011-01-24 11:00:00,40.0
2011-01-24 12:00:00,19.0
2011-01-24 13:00:00,52.0
2011-01-24 14:00:00,39.0
2011-01-24 15:00:00,47.0
2011-01-24 16:00:00,79.0
2011-01-24 17:00:00,136.0
2011-01-24 18:00:00,129.0
2011-01-24 19:00:00,93.0
2011-01-24 20:00:00,60.0
2011-01-24 21:00:00,42.0
2011-01-24 22:00:00,23.0
2011-01-24 23:00:00,19.0
2011-01-25 00:00:00,13.0
2011-01-25 01:00:00,4.0
2011-01-25 02:00:00,1.0
2011-01-25 04:00:00,2.0
2011-01-25 05:00:00,5.0
2011-01-25 06:00:00,29.0
2011-01-25 07:00:00,75.0
2011-01-25 08:00:00,217.0
2011-01-25 09:00:00,119.0
2011-01-25 10:00:00,52.0
2011-01-25 11:00:00,55.0
2011-01-25 12:00:00,89.0
2011-01-25 13:00:00,49.0
2011-01-25 14:00:00,86.0
2011-01-25 15:00:00,84.0
2011-01-25 16:00:00,128.0
2011-01-25 17:00:00,203.0
2011-01-25 18:00:00,197.0
2011-01-25 19:00:00,86.0
2011-01-25 20:00:00,74.0
2011-01-25 21:00:00,52.0
2011-01-25 22:00:00,42.0
2011-01-25 23:00:00,29.0
2011-01-26 00:00:00,30.0
2011-01-26 01:00:00,9.0
2011-01-26 02:00:00,4.0
2011-01-26 05:00:00,4.0
2011-01-26 06:00:00,22.0
2011-01-26 07:00:00,49.0
2011-01-26 08:00:00,149.0
2011-01-26 09:00:00,47.0
2011-01-26 10:00:00,22.0
2011-01-26 11:00:00,25.0
2011-01-26 12:00:00,31.0
2011-01-26 13:00:00,46.0
2011-01-26 14:00:00,24.0
2011-01-26 15:00:00,26.0
2011-01-26 16:00:00,72.0
2011-01-26 17:00:00,136.0
2011-01-27 16:00:00,82.0
2011-01-27 17:00:00,170.0
2011-01-27 18:00:00,151.0
2011-01-27 19:00:00,94.0
2011-01-27 20:00:00,63.0
2011-01-27 21:00:00,53.0
2011-01-27 22:00:00,40.0
2011-01-27 23:00:00,16.0
2011-01-28 00:00:00,21.0
2011-01-28 01:00:00,8.0
2011-01-28 02:00:00,2.0
2011-01-28 03:00:00,3.0
2011-01-28 05:00:00,6.0
2011-01-28 06:00:00,28.0
2011-01-28 07:00:00,107.0
2011-01-28 08:00:00,230.0
2011-01-28 09:00:00,47.0
2011-01-28 10:00:00,22.0
2011-01-28 11:00:00,25.0
2011-01-28 12:00:00,31.0
2011-01-28 13:00:00,44.0
2011-01-28 14:00:00,23.0
2011-01-28 15:00:00,64.0
2011-01-28 16:00:00,73.0
2011-01-28 17:00:00,170.0
2011-01-28 18:00:00,151.0
2011-01-28 19:00:00,105.0
2011-01-28 20:00:00,73.0
2011-01-28 21:00:00,59.0
2011-01-28 22:00:00,40.0
2011-01-28 23:00:00,24.0
2011-01-29 00:00:00,28.0
2011-01-29 01:00:00,27.0
2011-01-29 02:00:00,16.0
2011-01-29 03:00:00,6.0
2011-01-29 04:00:00,3.0
2011-01-29 06:00:00,5.0
2011-01-29 07:00:00,16.0
2011-01-29 08:00:00,24.0
2011-01-29 09:00:00,35.0
2011-01-29 10:00:00,59.0
2011-01-29 11:00:00,63.0
2011-01-29 12:00:00,71.0
2011-01-29 13:00:00,75.0
2011-01-29 14:00:00,61.0
2011-01-29 15:00:00,82.0
2011-01-29 16:00:00,105.0
2011-01-29 17:00:00,127.0
2011-01-29 18:00:00,88.0
2011-01-29 19:00:00,80.0
2011-01-29 20:00:00,54.0
2011-01-29 21:00:00,45.0
2011-01-29 22:00:00,19.0
2011-01-29 23:00:00,20.0
2011-01-30 00:00:00,27.0
2011-01-30 01:00:00,24.0
2011-01-30 02:00:00,16.0
2011-01-30 03:00:00,6.0
2011-01-30 04:00:00,1.0
2011-01-30 05:00:00,3.0
2011-01-30 07:00:00,15.0
2011-01-30 08:00:00,15.0
2011-01-30 09:00:00,55.0
2011-01-30 10:00:00,58.0
2011-01-30 11:00:00,94.0
2011-01-30 12:00:00,146.0
2011-01-30 13:00:00,106.0
2011-01-30 14:00:00,106.0
2011-01-30 15:00:00,160.0
2011-01-30 16:00:00,146.0
2011-01-30 17:00:00,127.0
2011-01-30 18:00:00,89.0
2011-01-30 19:00:00,43.0
2011-01-30 20:00:00,51.0
2011-01-30 21:00:00,41.0
2011-01-30 22:00:00,22.0
2011-01-30 23:00:00,10.0
2011-01-31 00:00:00,30.0
2011-01-31 01:00:00,4.0
2011-01-31 02:00:00,2.0
2011-01-31 03:00:00,2.0
2011-01-31 04:00:00,1.0
2011-01-31 05:00:00,3.0
2011-01-31 06:00:00,35.0
2011-01-31 07:00:00,75.0
2011-01-31 08:00:00,200.0
2011-01-31 09:00:00,102.0
2011-01-31 10:00:00,40.0
2011-01-31 11:00:00,39.0
2011-01-31 12:00:00,62.0
2011-01-31 13:00:00,50.0
2011-01-31 14:00:00,42.0
2011-01-31 15:00:00,57.0
2011-01-31 16:00:00,77.0
2011-01-31 17:00:00,144.0
2011-01-31 18:00:00,136.0
2011-01-31 19:00:00,142.0
2011-01-31 20:00:00,50.0
2011-01-31 21:00:00,12.0
2011-01-31 22:00:00,25.0
2011-01-31 23:00:00,19.0
2011-02-20 00:00:00,41.0
2011-02-20 01:00:00,11.0
2011-02-20 02:00:00,10.0
2011-02-20 03:00:00,6.0
2011-02-20 04:00:00,3.0
2011-02-20 06:00:00,5.0
2011-02-20 07:00:00,15.0
2011-02-20 08:00:00,20.0
2011-02-20 09:00:00,35.0
2011-02-20 10:00:00,60.0
2011-02-20 11:00:00,82.0
2011-02-20 12:00:00,146.0
2011-02-20 13:00:00,162.0
2011-02-20 14:00:00,146.0
2011-02-20 15:00:00,177.0
2011-02-20 16:00:00,156.0
2011-02-20 17:00:00,92.0
2011-02-20 18:00:00,82.0
2011-02-20 19:00:00,81.0
2011-02-20 20:00:00,69.0
2011-02-20 21:00:00,47.0
2011-02-20 22:00:00,34.0
2011-02-20 23:00:00,31.0
2011-02-21 00:00:00,31.0
2011-02-21 01:00:00,27.0
2011-02-21 02:00:00,20.0
2011-02-21 03:00:00,5.0
2011-02-21 04:00:00,7.0
2011-02-21 05:00:00,10.0
2011-02-21 06:00:00,9.0
2011-02-21 07:00:00,20.0
2011-02-21 08:00:00,64.0
2011-02-21 09:00:00,39.0
2011-02-21 10:00:00,47.0
2011-02-21 11:00:00,60.0
2011-02-21 12:00:00,99.0
2011-02-21 13:00:00,57.0
2011-02-21 14:00:00,74.0
2011-02-21 15:00:00,103.0
2011-02-21 16:00:00,78.0
2011-02-21 17:00:00,105.0
2011-02-21 18:00:00,117.0
2011-02-21 19:00:00,74.0
2011-02-21 20:00:00,28.0
2011-02-21 21:00:00,24.0
2011-02-21 22:00:00,20.0
2011-02-21 23:00:00,9.0
2011-02-22 06:00:00,29.0
2011-02-22 07:00:00,77.0
2011-02-22 08:00:00,197.0
2011-02-22 09:00:00,102.0
2011-02-22 10:00:00,46.0
2011-02-22 11:00:00,56.0
2011-02-22 12:00:00,74.0
2011-02-22 13:00:00,103.0
2011-02-22 14:00:00,80.0
2011-02-22 15:00:00,65.0
2011-02-22 16:00:00,82.0
2011-02-22 17:00:00,166.0
2011-02-22 18:00:00,151.0
2011-02-22 19:00:00,97.0
2011-02-22 20:00:00,74.0
2011-02-22 21:00:00,48.0
2011-02-22 22:00:00,22.0
2011-02-22 23:00:00,23.0
2011-02-23 00:00:00,13.0
2011-02-23 01:00:00,3.0
2011-02-23 02:00:00,1.0
2011-02-23 03:00:00,1.0
2011-02-23 05:00:00,4.0
2011-02-23 06:00:00,30.0
2011-02-23 07:00:00,75.0
2011-02-23 08:00:00,200.0
2011-02-23 09:00:00,128.0
2011-02-23 10:00:00,50.0
2011-02-23 11:00:00,61.0
2011-02-23 12:00:00,85.0
2011-02-23 13:00:00,86.0
2011-02-23 14:00:00,89.0
2011-02-23 15:00:00,91.0
2011-02-23 16:00:00,112.0
2011-02-23 17:00:00,219.0
2011-02-23 18:00:00,212.0
2011-02-23 19:00:00,157.0
2011-02-23 20:00:00,71.0
2011-02-23 21:00:00,67.0
2011-02-23 22:00:00,44.0
2011-02-23 23:00:00,28.0
2011-02-24 00:00:00,9.0
2011-02-24 01:00:00,5.0
2011-02-24 02:00:00,2.0
2011-02-24 03:00:00,3.0
2011-02-24 05:00:00,6.0
2011-02-24 06:00:00,33.0
2011-02-24 07:00:00,109.0
2011-02-24 08:00:00,230.0
2011-02-24 09:00:00,122.0
2011-02-24 10:00:00,52.0
2011-02-24 11:00:00,70.0
2011-02-24 12:00:00,79.0
2011-02-24 13:00:00,92.0
2011-02-24 14:00:00,94.0
2011-02-24 15:00:00,21.0
2011-02-24 16:00:00,30.0
2011-02-24 17:00:00,159.0
2011-02-24 18:00:00,204.0
2011-02-24 19:00:00,48.0
2011-02-24 20:00:00,77.0
2011-02-24 21:00:00,62.0
2011-02-24 22:00:00,15.0
2011-02-24 23:00:00,36.0
2011-02-25 00:00:00,8.0
2011-02-25 01:00:00,9.0
2011-02-25 02:00:00,8.0
2011-02-25 03:00:00,3.0
2011-02-25 05:00:00,8.0
2011-02-25 06:00:00,23.0
2011-02-25 07:00:00,48.0
2011-02-25 08:00:00,118.0
2011-02-25 09:00:00,34.0
2011-02-25 10:00:00,18.0
2011-02-25 11:00:00,53.0
2011-02-25 12:00:00,79.0
2011-02-25 13:00:00,65.0
2011-02-25 14:00:00,32.0
2011-02-25 15:00:00,123.0
2011-02-25 16:00:00,105.0
2011-02-25 17:00:00,211.0
2011-02-25 18:00:00,183.0
2011-02-25 19:00:00,115.0
2011-02-25 20:00:00,69.0
2011-02-25 21:00:00,51.0
2011-02-25 22:00:00,40.0
2011-02-25 23:00:00,24.0
2011-02-26 00:00:00,43.0
2011-02-26 01:00:00,24.0
2011-02-26 02:00:00,10.0
2011-02-26 03:00:00,9.0
2011-02-26 04:00:00,2.0
2011-02-26 05:00:00,2.0
2011-02-26 06:00:00,2.0
2011-02-26 07:00:00,5.0
2011-02-26 08:00:00,97.0
2011-02-26 09:00:00,64.0
2011-02-26 10:00:00,63.0
2011-02-26 11:00:00,65.0
2011-02-26 12:00:00,82.0
2011-02-26 13:00:00,128.0
2011-02-26 14:00:00,88.0
2011-02-26 15:00:00,136.0
2011-02-26 16:00:00,146.0
2011-02-26 17:00:00,92.0
2011-02-26 18:00:00,101.0
2011-02-26 19:00:00,54.0
2011-02-26 20:00:00,73.0
2011-02-26 21:00:00,41.0
2011-02-26 22:00:00,40.0
2011-02-26 23:00:00,38.0
2011-02-27 00:00:00,31.0
2011-02-27 01:00:00,30.0
2011-02-27 02:00:00,24.0
2011-02-27 03:00:00,14.0
2011-02-27 04:00:00,1.0
2011-02-27 06:00:00,3.0
2011-02-27 07:00:00,9.0
2011-02-27 08:00:00,27.0
2011-02-27 09:00:00,46.0
2011-02-27 10:00:00,89.0
2011-02-27 11:00:00,78.0
2011-02-27 12:00:00,99.0
2011-02-27 13:00:00,152.0
2011-02-27 14:00:00,187.0
2011-02-27 15:00:00,206.0
2011-02-27 16:00:00,258.0
2011-02-27 17:00:00,126.0
2011-02-27 18:00:00,120.0
2011-02-27 19:00:00,70.0
2011-02-27 20:00:00,76.0
2011-02-27 21:00:00,60.0
2011-02-27 22:00:00,34.0
2011-02-27 23:00:00,45.0
2011-02-28 00:00:00,20.0
2011-02-28 01:00:00,3.0
2011-02-28 03:00:00,2.0
2011-02-28 05:00:00,11.0
2011-02-28 06:00:00,57.0
2011-02-28 07:00:00,119.0
2011-02-28 08:00:00,241.0
2011-02-28 09:00:00,180.0
2011-02-28 10:00:00,87.0
2011-02-28 11:00:00,78.0
2011-02-28 12:00:00,162.0
2011-02-28 13:00:00,26.0
2011-02-28 14:00:00,16.0
2011-02-28 15:00:00,21.0
2011-02-28 16:00:00,23.0
2011-02-28 17:00:00,112.0
2011-02-28 18:00:00,139.0
2011-02-28 19:00:00,83.0
2011-02-28 20:00:00,47.0
2011-02-28 21:00:00,57.0
2011-02-28 22:00:00,14.0
2011-02-28 23:00:00,29.0
2011-03-20 00:00:00,38.0
2011-03-20 01:00:00,19.0
2011-03-20 02:00:00,14.0
2011-03-20 03:00:00,11.0
2011-03-20 04:00:00,1.0
2011-03-20 05:00:00,1.0
2011-03-20 06:00:00,1.0
2011-03-20 07:00:00,19.0
2011-03-20 08:00:00,35.0
2011-03-20 09:00:00,46.0
2011-03-20 10:00:00,57.0
2011-03-20 11:00:00,78.0
2011-03-20 12:00:00,136.0
2011-03-20 13:00:00,157.0
2011-03-20 14:00:00,187.0
2011-03-20 15:00:00,198.0
2011-03-20 16:00:00,117.0
2011-03-20 17:00:00,125.0
2011-03-20 18:00:00,120.0
2011-03-20 19:00:00,100.0
2011-03-20 20:00:00,74.0
2011-03-20 21:00:00,42.0
2011-03-20 22:00:00,34.0
2011-03-20 23:00:00,39.0
2011-03-21 00:00:00,30.0
2011-03-21 01:00:00,7.0
2011-03-21 02:00:00,15.0
2011-03-21 03:00:00,6.0
2011-03-21 05:00:00,13.0
2011-03-21 06:00:00,32.0
2011-03-21 07:00:00,35.0
2011-03-21 08:00:00,104.0
2011-03-21 09:00:00,158.0
2011-03-21 10:00:00,50.0
2011-03-21 11:00:00,80.0
2011-03-21 12:00:00,111.0
2011-03-21 13:00:00,144.0
2011-03-21 14:00:00,120.0
2011-03-21 15:00:00,137.0
2011-03-21 16:00:00,176.0
2011-03-21 17:00:00,352.0
2011-03-21 18:00:00,367.0
2011-03-21 19:00:00,371.0
2011-03-21 20:00:00,232.0
2011-03-21 21:00:00,123.0
2011-03-21 22:00:00,106.0
2011-03-21 23:00:00,63.0
2011-03-22 00:00:00,47.0
2011-03-22 01:00:00,17.0
2011-03-22 02:00:00,8.0
2011-03-22 03:00:00,7.0
2011-03-22 04:00:00,2.0
2011-03-22 05:00:00,18.0
2011-03-22 06:00:00,58.0
2011-03-22 07:00:00,45.0
2011-03-22 08:00:00,174.0
2011-03-22 09:00:00,163.0
2011-03-22 10:00:00,105.0
2011-03-22 11:00:00,98.0
2011-03-22 12:00:00,156.0
2011-03-22 13:00:00,140.0
2011-03-22 14:00:00,111.0
2011-03-22 15:00:00,152.0
2011-03-22 16:00:00,176.0
2011-03-22 17:00:00,182.0
2011-03-22 18:00:00,330.0
2011-03-22 19:00:00,164.0
2011-03-22 20:00:00,120.0
2011-03-22 21:00:00,68.0
2011-03-22 22:00:00,59.0
2011-03-22 23:00:00,39.0
2011-03-23 00:00:00,30.0
2011-03-23 01:00:00,8.0
2011-03-23 02:00:00,6.0
2011-03-23 03:00:00,6.0
2011-03-23 05:00:00,9.0
2011-03-23 06:00:00,33.0
2011-03-23 07:00:00,67.0
2011-03-23 08:00:00,154.0
2011-03-23 09:00:00,158.0
2011-03-23 10:00:00,46.0
2011-03-23 11:00:00,76.0
2011-03-23 12:00:00,61.0
2011-03-23 13:00:00,43.0
2011-03-23 14:00:00,84.0
2011-03-23 15:00:00,55.0
2011-03-23 16:00:00,128.0
2011-03-23 17:00:00,331.0
2011-03-23 18:00:00,175.0
2011-03-23 19:00:00,106.0
2011-03-23 20:00:00,47.0
2011-03-23 21:00:00,12.0
2011-03-23 22:00:00,50.0
2011-03-23 23:00:00,33.0
2011-03-24 00:00:00,25.0
2011-03-24 01:00:00,6.0
2011-03-24 02:00:00,7.0
2011-03-24 03:00:00,5.0
2011-03-24 04:00:00,2.0
2011-03-24 05:00:00,9.0
2011-03-24 06:00:00,30.0
2011-03-24 07:00:00,42.0
